"1753716417"
"izg5132"
"Start Quizix Data Log  07/28/25  11:26:57"
"  Date  ,   Time  , Cum. Min , Cum. Hrs , Log Mins ,  Log Hrs , Cyl1A Prs, Cyl1B Prs, Cyl2A Prs, Cyl2B Prs, Cyl3A Prs, Cyl3B Prs, O Press 1, O Press 2, O Press 3, Cyl1ARate, Cyl1BRate, Cyl2ARate, Cyl2BRate, Cyl3ARate, Cyl3BRate, O Rate 1 , O Rate 2 , O Rate 3 ,  Cyl1A Vol  ,  Cyl1B Vol  ,  Cyl2A Vol  ,  Cyl2B Vol  ,  Cyl3A Vol  ,  Cyl3B Vol  ,    IndCumV1A    ,    IndCumV1B    ,    IndCumV2A    ,    IndCumV2B    ,    IndCumV3A    ,    IndCumV3B    ,     C Vol 1     ,     C Vol 2     ,     C Vol 3     "
"                   (minutes)   (hours)   (minutes)   (hours)     ( PSI)     ( PSI)     ( PSI)     ( PSI)     ( PSI)     ( PSI)     ( PSI)     ( PSI)     ( PSI)    (ml/min)   (ml/min)   (ml/min)   (ml/min)   (ml/min)   (ml/min)   (ml/min)   (ml/min)   (ml/min)      (ml)          (ml)          (ml)          (ml)          (ml)          (ml)            (ml)              (ml)              (ml)              (ml)              (ml)              (ml)              (ml)              (ml)              (ml)       "

 07/28/25, 11:26:59,   0.042  ,   0.001  ,   0.026  ,   0.000  ,   -5.3   ,   -7.6   ,   857.6  ,   859.7  ,  1996.9  ,    3.7   ,    0.0   ,    0.0   ,  1996.9  ,  0.0000  ,  0.0000  ,  -0.0000 ,  -0.0000 ,  -0.0781 ,  5.0512  ,  -0.0000 ,  -0.0000 ,  -0.0781 ,  -0.063614  ,  -10.500855 ,  207.755740 ,  11.591724  ,  -1.351835  ,  -8.625201  ,       0.00      ,       0.00      ,       0.00      ,       0.00      ,       0.00      ,       0.00      ,       0.00      ,       0.00      ,      18.70      
 07/28/25, 11:26:59,   0.043  ,   0.001  ,   0.026  ,   0.000  ,   -5.3   ,   -7.6   ,   857.6  ,   859.7  ,  1996.9  ,    3.7   ,    0.0   ,    0.0   ,  1996.9  ,  0.0000  ,  0.0000  ,  -0.0000 ,  -0.0000 ,  -0.0781 ,  5.0512  ,  -0.0000 ,  -0.0000 ,  -0.0781 ,  -0.063614  ,  -10.500855 ,  207.755740 ,  11.591724  ,  -1.351835  ,  -8.625201  ,       0.00      ,       0.00      ,       0.00      ,       0.00      ,       0.00      ,       0.00      ,       0.00      ,       0.00      ,      18.70      
 07/28/25, 11:27:00,   0.058  ,   0.001  ,   0.042  ,   0.001  ,   -5.4   ,   -7.7   ,   857.7  ,   859.7  ,  1996.9  ,    6.0   ,    0.0   ,    0.0   ,  1996.9  ,  0.0000  ,  0.0000  ,  -0.0000 ,  -0.0000 ,  -0.0759 ,  5.0513  ,  -0.0000 ,  -0.0000 ,  -0.0759 ,  -0.063614  ,  -10.500855 ,  207.755740 ,  11.591724  ,  -1.353114  ,  -8.540991  ,       0.00      ,       0.00      ,       0.00      ,       0.00      ,       0.00      ,       0.00      ,       0.00      ,       0.00      ,      18.70      
 07/28/25, 11:27:01,   0.075  ,   0.001  ,   0.058  ,   0.001  ,   -5.4   ,   -7.6   ,   857.7  ,   859.7  ,  1996.8  ,    6.4   ,    0.0   ,    0.0   ,  1996.8  ,  0.0000  ,  0.0000  ,  -0.0000 ,  -0.0000 ,  -0.0737 ,  5.0511  ,  -0.0000 ,  -0.0000 ,  -0.0737 ,  -0.063614  ,  -10.500855 ,  207.755740 ,  11.591724  ,  -1.354360  ,  -8.456287  ,       0.00      ,       0.00      ,       0.00      ,       0.00      ,       0.00      ,       0.00      ,       0.00      ,       0.00      ,      18.70      
 07/28/25, 11:27:02,   0.092  ,   0.002  ,   0.075  ,   0.001  ,   -5.4   ,   -7.6   ,   857.7  ,   859.7  ,  1996.8  ,    6.5   ,    0.0   ,    0.0   ,  1996.8  ,  0.0000  ,  0.0000  ,  -0.0000 ,  -0.0000 ,  -0.0701 ,  5.0509  ,  -0.0000 ,  -0.0000 ,  -0.0701 ,  -0.063614  ,  -10.500855 ,  207.755740 ,  11.591724  ,  -1.355544  ,  -8.372587  ,       0.00      ,       0.00      ,       0.00      ,       0.00      ,       0.00      ,       0.00      ,       0.00      ,       0.00      ,      18.70      
 07/28/25, 11:27:03,   0.108  ,   0.002  ,   0.092  ,   0.002  ,   -5.3   ,   -7.6   ,   857.7  ,   859.7  ,  1996.9  ,    6.7   ,    0.0   ,    0.0   ,  1996.9  ,  0.0000  ,  0.0000  ,  -0.0000 ,  -0.0000 ,  -0.0686 ,  5.0513  ,  -0.0000 ,  -0.0000 ,  -0.0686 ,  -0.063614  ,  -10.500855 ,  207.755740 ,  11.591724  ,  -1.356701  ,  -8.288005  ,       0.00      ,       0.00      ,       0.00      ,       0.00      ,       0.00      ,       0.00      ,       0.00      ,       0.00      ,      18.70      
 07/28/25, 11:27:04,   0.125  ,   0.002  ,   0.108  ,   0.002  ,   -5.3   ,   -7.6   ,   857.7  ,   859.7  ,  1996.9  ,    6.8   ,    0.0   ,    0.0   ,  1996.9  ,  0.0000  ,  0.0000  ,  -0.0000 ,  -0.0000 ,  -0.0657 ,  5.0512  ,  -0.0000 ,  -0.0000 ,  -0.0657 ,  -0.063614  ,  -10.500855 ,  207.755740 ,  11.591724  ,  -1.357823  ,  -8.202964  ,       0.00      ,       0.00      ,       0.00      ,       0.00      ,       0.00      ,       0.00      ,       0.00      ,       0.00      ,      18.70      
 07/28/25, 11:27:05,   0.142  ,   0.002  ,   0.125  ,   0.002  ,   -5.4   ,   -7.6   ,   857.7  ,   859.7  ,  1997.0  ,    6.9   ,    0.0   ,    0.0   ,  1997.0  ,  0.0000  ,  0.0000  ,  -0.0000 ,  -0.0000 ,  -0.0635 ,  5.0510  ,  -0.0000 ,  -0.0000 ,  -0.0635 ,  -0.063614  ,  -10.500855 ,  207.755740 ,  11.591724  ,  -1.358894  ,  -8.118393  ,       0.00      ,       0.00      ,       0.00      ,       0.00      ,       0.00      ,       0.00      ,       0.00      ,       0.00      ,      18.69      
